,reviewTitle,reviewContent,rating,label,clean_teks
187064,memuaskan,bintang menggambarkan kualitas produk,5,1,bintang gambar kualitas produk
187065,bisa garansi ganti barang?,touch pad ga berfungsi dan cursor jg ga bs,1,0,touch pad fungsi cursor
187066,Warna yang cantik,Warna cantik seperti gambar. Barang datang 1minggu. Karena tidak bisa install sendiri jadi sy bawa ke toko bayar 75rb baru bisa digunakan. Makasih lazada.,4,1,warna cantik gambar barang minggu install bawa toko bayar rb terimakasih lazada
187067,"Bagus, tpi ribet jga","Mz masih kosong dong bos, kok blum ada programnya. Btw gmna cra setting n install programnya bos? Q kira udah ada programnya. Tlong bantuannya ya bos?",4,1,mas kosong bos program ngomong ngomong cra setting n install program bos program tolong bantu ya bos
187068,Good,Barang sampai dengan mulus,5,1,barang mulus
187069,Packing,Packing Bagus,5,1,packing bagus
187070,Bagus,"Barang sudah diterima dgn aman, warna keren lah.. Cuma masih kosong, lom diinstal apa2, kirain mau dibantuin buat windownya hehehehe... Ty lazada..",4,1,barang terima aman warna keren kosong diinstal kirain dibantuin windownya hehehehe ty lazada
187071,bagus,Sesuai dengan pesanan,5,1,sesuai pesan
187074,Di order ya Gan/sist.,"Bagi Yang Minat Order/Pesan Barang Kami,Silahkan Add WhatsApp/WA.085200343400..Langsung Dari Reseller Toko..Terimah Kasih.",5,1,minat order pesan barang silah add whatsapp wa langsung reseller toko terimah kasih
187075,Lima Bintang,"Bagi Yang Minat Order/Pesan Barang Kami,Silahkan Add WhatsApp/WA.085200343400..Langsung Dari Reseller Toko..Terimah Kasih.",5,1,minat order pesan barang silah add whatsapp wa langsung reseller toko terimah kasih
187077,Lima Bintang,"Bagi Yang Minat Order/Pesan Barang Kami,Silahkan Add WhatsApp/WA.085200343400..Langsung Dari Reseller Toko..Terimah Kasih.",5,1,minat order pesan barang silah add whatsapp wa langsung reseller toko terimah kasih
187078,PROMO SPECIAL,KAMI DARI DEAR LAZADA SELLER CENTER: Untuk Info Produck Diatas: 0823-8038-3253 (wa) Order/Pemesanan Barang Silahkan Hub/Add kami: 0823-8038-3253 (wa) PROMO SPESIAL: Beli 1 Gratis 1,4,1,dear lazada jual center informasi produk atas wa order mesan barang silah hubung add wa promo spesial beli gratis
187079,Lima Bintang,"Bagi Yang Minat Order/Pesan Barang Kami, Untuk Lebih Memastikan Silahkan Add WhatsApp/WA 085281266768..Langsung Dari Reseller Toko..Terimah Kasih.",5,1,minat order pesan barang silah add whatsapp wa langsung reseller toko terimah kasih
187080,Lima Bintang,"Bagi Yang Minat Order/Pesan Barang Kami, Untuk Lebih Memastikan Silahkan Add WhatsApp/WA 085200343400..Langsung Dari Reseller Toko..Terimah Kasih.",5,1,minat order pesan barang silah add whatsapp wa langsung reseller toko terimah kasih
187081,Lima Bintang,"Bagi Yang Minat Order/Pesan Barang Kami, Untuk Lebih Memastikan Silahkan Add WhatsApp/WA 085200343400..Langsung Dari Reseller Toko..Terimah Kasih.",5,1,minat order pesan barang silah add whatsapp wa langsung reseller toko terimah kasih
187082,Lima Bintang,"Bagi Yang Minat Order/Pesan Barang Kami, Untuk Lebih Memastikan Silahkan Add WhatsApp/WA 085200343400..Langsung Dari Reseller Toko..Terimah Kasih.",5,1,minat order pesan barang silah add whatsapp wa langsung reseller toko terimah kasih
187083,Lima Bintang,"Bagi Yang Minat Order/Pesan Barang Kami, Untuk Lebih Memastikan Silahkan Add WhatsApp/WA 085200343400..Langsung Dari Reseller Toko..Terimah Kasih.",5,1,minat order pesan barang silah add whatsapp wa langsung reseller toko terimah kasih
187084,Lima Bintang,"Bagi Yang Minat Order/Pesan Barang Kami, Untuk Lebih Memastikan Silahkan Add WhatsApp/WA 085200343400..Langsung Dari Reseller Toko.",5,1,minat order pesan barang silah add whatsapp wa langsung reseller toko
187085,Lima Bintang,"Bagi Yang Minat Order/Pesan Barang Kami, Untuk Lebih Memastikan Silahkan Add WhatsApp/WA 085200343400..Langsung Dari Reseller Toko..Terimah Kasih.",5,1,minat order pesan barang silah add whatsapp wa langsung reseller toko terimah kasih
187086,Lima Bintang,"Bagi Yang Minat Order/Pesan Barang Kami, Untuk Lebih Memastikan Silahkan Add WhatsApp/WA 085200343400..Langsung Dari Reseller Toko..Terimah Kasih.",5,1,minat order pesan barang silah add whatsapp wa langsung reseller toko terimah kasih
187087,Lima Bintang,"Bagi Yang Minat Order/Pesan Barang Kami, Untuk Lebih Memastikan Silahkan Add WhatsApp/WA 085200343400..Langsung Dari Reseller Toko..Terimah Kasih.",5,1,minat order pesan barang silah add whatsapp wa langsung reseller toko terimah kasih
187088,Satu bintang,Bagi Yang Minat Order/Pesan Barang Kami.Untuk Lebih Lanjut Silakan add Whatsapp/WA 085342633687 Langsung Dari Resseller Toko...pengirima free ongkir se indonesia.Terimah Kasih...!!!,1,0,minat order pesan barang sila add whatsapp wa langsung resseller toko pengirima free ongkir indonesia terimah kasih
187089,Satu bintang,"Bagi Yang Minat Order/Pesan Barang Kami, Untuk Lebih Memastikan Silahkan Add WhatsApp/WA 085200343400..Langsung Dari Reseller Toko..Terimah Kasih.",1,0,minat order pesan barang silah add whatsapp wa langsung reseller toko terimah kasih
187090,Kecewa,"Assalamualaikum,, Gan kriman saya dari tggl 19-01-2018 smpai sekakarang koq ga smapai2,,",1,0,assalamualaikum juragan krim tanggal sekakarang koq smapai
187092,Sukses instal os di dos,Bagi yg kesulitan instal windows dan driver nya terutama toucpad pada asus e202s..  Bisa kunjungi ke  http://jalupat.blogspot.co.id/2017/03/cara-instal-windows-yang-freedos-dengan.html?m=1 Kalau masih pusing kontak saya via blog. Dan akan di bantu by phone ... Free alias gratis...  Saya hanya membantu...,3,0,sulit instal windows driver nya toucpad asus es kunjung pusing kontak via blog bantu by phone free alias gratis bantu
187093,Jual jangan kosong,"Dear lazada, Apakah produk ini bergaransi resmi dan dpt langsung dipakai-tidak kosong,melainkan ada program MS office? Thx Rara",1,0,dear lazada produk garansi resmi langsung pakai kosong program ms office terimakasih rara
187094,Pengirimam cepat,"Pesan hari minggu siang sampe kantor selasa sore, murah, internal 500 gb, cocok buat kuliah",5,1,pesan minggu siang kantor selasa sore murah internal gb cocok kuliah
187096,o,gimana caranya instal windos E202.? soalanya saya gak ngerti. apa sudah ada,4,1,instal windos e soalanya ngerti
187097,cicilan,kasih info donk yg udah bisa nyicil? gmn prosesnya yg gak pake kartu kredit...terima kasih,2,0,kasih informasi donk nyicil proses pakai kartu kredit terima kasih
187098,Pertanyaan,"Sist, in NBx dgn hrga skian di atas kondosix masih baru ato bkas nich...?",3,0,sist in nbx harga ski kondosix ato bkas nich
187100,Tanya untuk nyicil,Kalo nyicil bisa gak? Apa syaratnya?,3,0,nyicil syarat
187101,Bagus ndk,Itu barange gimana bagus Ndak,5,1,barange bagus
187102,Cara instal bisa diihat disini,Instal laptop free dos https://youtu.be/wTElYmvXol4,3,0,instal laptop free dos
187103,Cuma bisa Windows 10,Setelah baca2 dan tanya2 ternyata cuma cocok buat Windows 10. Selebihnya okey sih...,4,1,baca cocok windows lebih okey sih
187104,Lumayan,Bisa bayar ditempat gk ?,4,1,bayar tempat
187106,Kredit,Malam kak mau tanya kalok kredit gimna cranya,5,1,malam kak kalok kredit cranya
187107,Cd room,Ada cd room nya kah?,4,1,cd room nya kah
187109,Garansi,"Garansinya apa ya, ada di Bandung apa tidak",5,1,garansi ya bandung
187110,Bagus,Barang masih ada atau gak sama ada warna hitam?,3,0,barang warna hitam
187111,Ready gan barangnya,Pakek ongkir ngx,3,0,pakai ongkir ngx
187112,Ini masih kosong ya belum ada apa* ya. .,"Install widows ya gimana sii . Saya engga tau,",5,1,install widows ya sii tau
187113,Warna,Ada warna putih nya seperti di gambar,4,1,warna putih nya gambar
187114,naya,Assalamualaikum nih harga yh berapa siyal yh kuat gk,2,0,assalamualaikum nih harga yh siyal yh kuat
187119,bagus gak,Bagus gak kalo bagus saya kasih bintang lagi,4,1,bagus bagus kasih bintang
187120,Cara kredit laptop tanpa kartu kredit bisa ga gan,Cara cicilan perbuatan brp gan,5,1,cicil buat juragan
187121,aku mau beli tapi bukan sekarang nanti dulu soalny,aku suka bangat produk ini,5,1,suka bangat produk
187122,puasss,nyampenya cepet barangnya bagus,5,1,nyampenya cepat barang bagus
187124,Comentar,Brpa inch ukuran laptopnya nie.,5,1,inch ukur laptop
187126,Cicilan,Apaka di Lazada Bisa Cicil?,1,0,apaka lazada cicil
187127,J chin chug f.Cbc mendacity :(g,Chin f v f b gifof.gfs vfgfrjfrbtbbfbf,5,1,chin f v f bb gifof gfs vfgfrjfrbtbbfbf
187128,Good,Ada warna hitam,5,1,warna hitam
187129,Garansi,Ada garansi nya gak ?,1,0,garansi nya
187130,Barang bagus,Gmna klo mau nyicil,3,0,nyicil
187131,Mau tanya aja..,Ini pake cd/dvd room apa tidak? Atau memerlukan driver tambahan?,5,1,pakai cd dvd room driver tambah
187134,pengiriman cepat sekali,"barangnya asli dan segel,mantap pengirimannya cepat,hari ini order besok sudah terima. Thanks Lazada.",5,1,barang asli segel mantap kirim cepat order besok terima terimakasih lazada
187135,AsusE202SA,"Bagus, harga sesuai puas pelayanan cepat, sedikit trouble ketika menginstall sebaiknya untuk yang dos ada option install SO biar mudah mengecek.suskses buat LAZADA",4,1,bagus harga sesuai puas layan cepat trouble menginstall dos option install biar mudah ecek suskses lazada
187143,Bad Product,"Gan, kaya nya saya terima laptop nya yang produk gagal. Di install win 7 touchpadnya gak mau gerak, di pakein mouse juga gak gerak. Di install win 10 boot nya gak mau muncul. Minta pengembalian produk gan. Saya kecewa berat ini.",1,0,juragan kaya nya terima laptop nya produk gagal install menang touchpadnya gerak pakai mouse gerak install menang boot nya muncul kembali produk juragan kecewa berat
187145,Touchped Tidak berfungsi.,Gan saya mau return / pengembalian dana.. touchpad tidak berfungsi.. driver smart gesture tidak bisa di install padahal sudah pake win 10.,1,0,juragan return kembali dana touchpad fungsi driver smart gesture install pakai menang
187146,asus E202SA,"barang diterima dengan baik semua berfungsi dengan baik. cuma pas dinyalaain notebook ini belum di instal jadi bawa ke toko komputer aja biar gak pusing instal cuma 50rb setelah beres semuanya lancar jaya notebook ini harus gunakan Windows10. utk harga segini sih termasuk murah di tempat saya lampung, notebook ini ditoko 3,1. apa lagi kalo kita dapet diskon 2,7jt pas ulta lazadah lebih murah lagi hehheh TQ lazada semoga maju terus",5,1,barang terima fungsi pas dinyalaain notebook instal bawa toko komputer biar pusing instal rb beres lancar jaya notebook windows harga gin sih murah lampung notebook toko dapet diskon jt pas ulta lazadah murah hehheh terimakasih lazada moga maju
187147,Cepat Sampai dan Barang Asli,"Sukaa sekali sama pelayanan Lazada.. Pesen kemarin pagi, dan pagi ini jam 11 langsung sampai dengan packing yang rapih, ada bublenya sama kardus dari Lazada.. Isi pun sesuai dengan apa yg di deskripsikan dan barangnya segel Asus.. Belum diinstal sih tapi semoga awet lamaaaa.. Terima kasih lazada.. Gk pernah nyesel beli barang elektronik disini..",5,1,sukaa layan lazada pesan kemarin pagi pagi jam langsung packing rapih bublenya kardus lazada isi sesuai deskripsi barang segel asus diinstal sih moga awet lamaaaa terima kasih lazada sesal beli barang elektronik
187148,ga puas,"knapa touchpadnya tidak berfungsi lazada,waktu saya mau mengembalikan produk ,tulisan untuk pengembalian produknya tidak muncul,buruk !!!!!!!",2,0,touchpadnya fungsi lazada kembali produk tulis kembali produk muncul buruk
187149,Fast,"transfer hari sabtu, hari minggu nya langsung sampe rumah dengan selamat.. packing rapih banget pake bubble wrap+dus asli lazada.. thanks lazada",5,1,transfer sabtu minggu nya langsung rumah selamat packing rapih banget pakai bubble wrap dus asli lazada terimakasih lazada
187150,Good,"Brg dah smpe 4 harian dr order wkt sale. Skrg hrganya dah naik lgi, tgl install OS. Cmn kecewa beda warna dgn yg digmbar mestinya biru tua. Sy dpt full black. Tlg lbih konsisten lgi Lazada.",3,0,barang hari order sale hrganya tanggal install os cmn kecewa beda warna digmbar mesti biru tua full black tolong konsisten lazada
187151,Terpercaya,"Sudah 2x beli laptop di Lazada, mantab,, barang sesuai spek, tanpa cacat.. Saya beli di harga 2,799 pas harbolnas jd 2,699, di lazada paling murah, banyak diskon & free ongkir.. saya sudah bandingkan hrga di onlenshop lainnya.. Trims Lazada.",5,1,x beli laptop lazada mantap barang sesuai spek cacat beli harga pas harbolnas lazada murah diskon free ongkir banding harga onlenshop trims lazada
187152,bingung,"ini pas dinyalain kok ga langsung bisa dipake ya,belum di instal windows nya jg jd ga ngerti harus diapain",1,0,pas dinyalain langsung pakai ya instal windows nya ngerti diapain
187153,Barang bagus,"Pengiriman cepat, barang bagus, kirain touchpadnya ga berfungsi, ternyata harus instal driver dlu. Moga aja awet..",5,1,kirim cepat barang bagus kirain touchpadnya fungsi instal driver moga awet
187155,Kecewa sekali,Barang tidak d beri invoice d tambah lagi barang cacat. Sudah beberapa kali beli d lazada selalu sukses tp kali ini yg benar benar pengalaman paling naas,2,0,barang d invoice d barang cacat kali beli d lazada sukses kali alam naas
187156,Pengiriman Cukup lama,"Minusnya pengiriman cukup lambat, maklum sih karena engga pake JNE, padahal udah dikenakan ongkir. Over all puas dengan barangnya, mini tapi performa cukup lah buat anak sekolah. Meski fanless, tapi ga panas. Audio juga mantap.",4,1,minus kirim lambat maklum sih pakai jne kena ongkir over all puas barang mini performa anak sekolah fanless panas audio mantap
187160,cukup puas,"produk oke, untuk pengiriman lumayan, namun akan lebih baik jika di packing kayu. jangan bubble wrap saja, thanks",3,0,produk oke kirim lumayan packing kayu bubble wrap terimakasih
187161,Barang Oke,"Barang bagus sesuai deskripsi, tapi sayang gak bs install windows 7, tp pas dinstall windows 10 malah agak lelet laptopnya",4,1,barang bagus sesuai deskripsi sayang install windows pas dinstall windows lelet laptop
187164,Gila lo dro cepat bngt,"Pengiriman super cepat, apalagi smpe di hari minggu, pdhl pke kredit online. Brng terbungkus rapih, pke bubble, segel mash terkunci, blm ada windows. Mantap, puas.",5,1,kirim super cepat minggu pakai kredit online brng bungkus rapih pakai bubble segel kunci windows mantap puas
187165,Brang yg bagus.,"Note boom sya instal hanya bisa win10.  Tapi dari hasilnya lumayan bagus, tambah lgi ada slot usb 3.1.",5,1,note boom instal menang hasil lumayan bagus slot usb
187166,Sesuai deskripsi,"Packing rapi, waktu pengiriman standart, barang oke.. touchpad nya sempet gak bs, tp setelah di instal drivernya udah normal.. Overall Good...",5,1,packing rapi kirim standart barang oke touchpad nya sempet instal drivernya normal overall good
187167,Puas walau sdikit kecewa,Produk asli okelah tp bingung nginstalnya. Kecewanya warna yg di pesan gk sesuai. Pesan biru yg dateng hitam. Smoga ja awet dan gk da kendala,3,0,produk asli oke bingung nginstalnya kecewa warna pesan sesuai pesan biru hitam moga awet da kendala
187168,SARAN UNTUK LAZADA,"TOLONG UNTUK ORDER SAYA YANG BERIKUTNYA DIKIRIM OLEH LEX SAJA, PENGIRIMAN OLEH JNE TERLALU LAMA. UNTUK KUALITAS BARANG BAGUS, MASIH SEGEL ASLI ASUS, TOP!!!",4,1,tolong order kirim lex kirim jne kualitas barang bagus segel asli asus top
187169,Sangat puas,"Saya sangat puas dengan barang nya., pengiriman cepat packing rapi., dan berkualitas., recomended., bantu doa nya aja semoga awet., thanks lazada N seller bisa memberikan kemudah dalam berbelanja., sukses selalu",4,1,puas barang nya kirim cepat packing rapi kualitas recomended bantu doa nya moga awet terimakasih lazada n jual mudah belanja sukses
187171,Pengiriman cepat n rapi,"Terimakasih Lazada, pengiriman cepat, pesan hari Kamis, hari Sabtu barang sampe, kondisi packing baik n rapi.",5,1,terimakasih lazada kirim cepat pesan kamis sabtu barang kondisi packing n rapi
187177,Barang sesuai gambar,Belum terinstal os dan tidak bisa diinstal win 7 tpi win 10 lancar overall mantap,4,1,terinstal os diinstal menang menang lancar overall mantap
187178,KECEWA,kecewa bgt barang pesanan sya tiba2 di cancel...kl emg kosong blg aja kosong.,1,0,kecewa banget barang pesan cancel kl emang kosong bilang kosong
187179,Gk Ad suaranya,Min ini kenapa? Kok gak ada suaranya?barang Bisa dituker gk?,5,1,min suara barang tukar
187180,Bad,"Baru pake 3 hari udah rusak aja !!!! So bad , mengecewakan !!!",1,0,pakai rusak bad kecewa
187182,Sory telat feedbacknya,Barang keren,5,1,barang keren
187183,Empat Bintang,Barang sudah sampai...good seller,4,1,barang good jual
187184,Fast Respond,Barang cepat dikirim dan packing nya bagus... terima kasih,4,1,barang cepat kirim packing nya bagus terima kasih
187188,Asus e202sa,Barang oke.  Segel asus. Joss,4,1,barang oke segel asus joss
187189,GOOD,"Barang sampai cepet, jam 8 pagi order jam 12 siang udah sampai",5,1,barang cepat jam pagi order jam siang
187190,Memuaskan,"Pesan 3 hari sampai, barang memuaskan terima kasih lazada",5,1,pesan barang muas terima kasih lazada
187191,tidak berfungsi,tidak fungsi,1,0,fungsi
187192,ingin,"Itu impian ku dari masa sekolah pengen laptop sampai skrang udah krja blm ke beliii huhuhu ,, duit ku blm kumpul cuma ada bberapa ratus doank kallo blh kredit aku mau ambil yang ini.",5,1,impi ku sekolah laptop skrang kerja beliii huhuhu duit ku kumpul bberapa ratus kallo blh kredit ambil
187193,good,bener2 baru. masih kosong belum ada program. jadi kalau beli harus instal windownya sendiri,5,1,bener kosong program beli instal windownya
187194,Cepat,Produk sangat baik dan lebih cepat dari jadwal pengiriman,5,1,produk cepat jadwal kirim
187196,Cicilan,Bisa di cicil selama 10bln gak,1,0,cicil
187197,Info,"Slmt siang, mo tanya kl mo kredit barang mesti harus pakai kartu kredit ya? Gak bisa transfer & u/ dp nya berapa. Mksh",4,1,selamat siang kl kredit barang mesti pakai kartu kredit ya transfer dp nya terimakasih
187198,sesuaik espektasi,barang datang dengan selamat dan lengkap ..salpai karang masih awet,5,1,barang selamat lengkap salpai karang awet
187200,Ok,Semoga awet belum saya coba,4,1,moga awet coba
187202,baik banget,saya mesen hp asus dikirim laptop asus saya sunggu gembir,5,1,mesen hp asus kirim laptop asus sunggu gembir
187203,Salah warna produk,Warna tidak sesuai dengan warna yg saya inginkan,3,0,warna sesuai warna
187204,barang bagus,Barang sudah diterima dan cukup puas cepat pelayanannya,5,1,barang terima puas cepat layan
187205,Produk yang saya maksud salah,"Saya ingin produk yg 14"" ternyata saya yang datang 11.6""",1,0,produk
187206,Mantap,Bagus pengiriman nya cepat dan hasilnya pun Bagus. Sukses buat lazada,4,1,bagus kirim nya cepat hasil bagus sukses lazada
187207,pengiriman cepat,"Terimakasih lazada, barang sudah sampai 3 hr aja, cek fisik OK.",5,1,terimakasih lazada barang cek fisik ok
187208,sangat baik,"produknya bagus, packing juga plus harga lebih murah",5,1,produk bagus packing plus harga murah
187209,pusat penjualan barang bm termurah sedunia,"...........ASSALAMUALAIKUM WR,WB............. Promo,, Cuci gudang Bulan RAMADHAN SALE !!!  HARGA MURAH!!!!! KWALITAS TERJAMIN !!!!!! alamat Jalan Puspa II, Cengkareng,jakarta barat, 11720  Melayani Pembelian Gadget  Via Online dari Seluruh Penjuru Tanah Air di Indonesia,dgn Sistem Pembayaran yg Simple & Pengiriman yg Cepat,Aman, & Tentunya dg Pelayanan yg Ramah serta 24Jam. - KETERANGAN BARANG: Produk Yang Kami Jual 100%  Ori New Brand  BUKAN RECOND/REFURBISHED Fullset  Mesin 100% ORIGINAL Garansi Replace (ganti barang) 1 minggu. Garansi Distributor 1tahun Cat Penting Tentang Kami -Anda gak perlu khawatir/takut belanja dgn Saya karena saya 100% MURNI DAGANG TIDAK ADA UNSUR PENIPUAN atau sejenisnya.  -Barang yg telah dibayar saya jamin akan terkirim utuh dan lengkap secara aman.(Karena Saya Bukan Penjual Abal_Abal ) -Saya Menberikan Garansi Uang Kembali 100% Bila Mana, dlm Pengiriman Terjadi Trouble(Barang Hilang/Tidak Sampai atau Rusak) NB:KAMI TIDAK MELAYANI REKENING SHOPEE KARNA PRODUK YG KAMI TAWARKAN ADALAH BLACKMARKET/JADI PENBAYARAN LANSUNG KE REKENING BEDAHARA KAMI YG BERMINAT LANSUNG SIST/GAN HUB NOMOR/PIN BB YG DI BAWA Silahkan langsung hubungi kami. PIN BBM: D9715952 WA: 0823 9304 0345 FORMAT PEMESANAN: 1.Nama: 2.ALAMAT LENGKAP: 3.KOTA TUJUANG: 4.TYPE DAN WARNA PESANAN: 5.NO.HP: 6.KODE POS: KIRIM VIA WA/SMS DI NO.: 082393040345 PIN BB:D9715952",4,1,assalamualaikum wr wb promo cuci gudang ramadhan sale harga murah kwalitas jamin alamat jalan puspa ii cengkareng jakarta barat layan beli gadget via online penjuru tanah air indonesia sistem bayar simpel kirim cepat aman layan ramah jam terang barang produk jual original new brand recond refurbished fullset mesin original garansi replace ganti barang minggu garansi distributor cat khawatir takut belanja murni dagang unsur tipu jenis barang bayar jamin kirim utuh lengkap aman jual abal abal menberikan garansi uang kirim trouble barang hilang rusak nb layan rekening shopee produk tawar blackmarket penbayaran lansung rekening bedahara minat lansung sist juragan hubung nomor pin bb bawa silah langsung hubung pin bbm d wa format mesan nama alamat lengkap kota tujuang type warna pesan nomor hp kode pos kirim via wa sms nomor pin bb d
187212,CEPAT PENGIRIMANNYA,"alhmdlh..brgnya sdh smpai dgn waktu yg cepat..smga ga ad kendala ke depannya dgn brgnya, lg di charge blm di test..trims, lazada..T.O.P",5,1,alhmdlh brgnya cepat moga kendala depan brgnya charge test trims lazada t o p
187213,Barang barang di Lazada,Kenapa barang barang pesanan sy blum di krm juga tgl 13 des 2016.lama banget almt nya pt modern ff km 25 jl ry bks mana nihhh Lazada diam saja,1,0,barang barang pesan kirim tanggal des banget alamat nya pt modern ff jalan ry bks nihhh lazada diam
187214,Asus E202SA-FD111D - RAM 2GB - Intel Celeron-N3060,Apa Pada Saat Pembelian Lengkap Atau Cuma Laptopnya Saja? Kalau Bisa Lengkap Dengan Charger Dan Lain - Lain..Baru Saya Merasa Puas. Dan Tidak Lupa Untuk Diskon.,5,1,beli lengkap laptop lengkap charger puas lupa diskon
187215,Puas,"Barang sesuai deskripsi,  2hri nyampe",5,1,barang sesuai deskripsi
187228,Bartanya,Ap sama harganya dngan yng tertulis<saya beri*dulu karna bulum pernah caba  Tolong d jawab ya lazada,1,0,ap harga tulis bulum caba tolong d ya lazada
187229,Barang bagus.,"Barang ya sudah d terimah dgn baik. Cuman belum di instal. Jadi harus instal dulu. Tapi gak masalah. Yg penting barang asli. Dan mudah""an  barang ya awet. Thanks lazada.",5,1,barang ya d terimah instal instal barang asli mudah an barang ya awet terimakasih lazada
187230,Lama krm barang nya nihhh,Beli barang barang nya SDH Lazada dari tgl 13 Des 2016.blum di krm jg gaa jelas dan saat ini TDK ada comantar nihhh,1,0,beli barang barang nya lazada tanggal des kirim gaa comantar nihhh
187248,toplah,lumayanlah,3,0,lumayan
187249,Keren,Terimakasih barang sudah sampai cepat dan selamat....  Semoga makin maju lazada.com,5,1,terimakasih barang cepat selamat moga maju lazada com
187250,kondisi barang,"mau tanya nih, kondisi barang baru  atau second, terima kasih",1,0,nih kondisi barang second terima kasih
187256,oke,sip,5,1,sip
187263,Touch Screen,Laptop ini ada touch screenya gak? kalo ada mo beli,4,1,laptop touch screenya beli
187265,Pas,"Kirimannya sudah diterima, barang bagus masih baru, sesuai karakteristik yg diperlihatkan (y)",5,1,kirim terima barang bagus sesuai karakteristik y
187266,Sesuai foto tidak,"Sesuai foto engga nih barangnya, ragu mau beli takutnya gak sesuai foto sama barangnya",3,0,sesuai foto nih barang ragu beli takut sesuai foto barang
187272,Ap bisa.,Ap bisa bayar di tempat,1,0,ap bayar
187275,Tanya,Ini laptop atau notebook?,1,0,laptop notebook
187277,ok,ok,5,1,ok
187279,Boleh di cicil,Boleh di cicil gak,5,1,cicil
187282,Yahudd,"Packing kayu, unit yahud segel resmi",5,1,packing kayu unit yahud segel resmi
187284,Nyicil,Kalo mau nyicil gimana?,5,1,nyicil
187285,Asus,Tidak menerima cod,4,1,terima bayar kirim
187286,Cicilan,Bisadicicil ngga?,4,1,bisadicicil
187287,Empat Bintang,Klo kredit gmn caranx ya,4,1,kredit caranx ya
187288,Laptop atau notebook,Ini laptop atau notebook,3,0,laptop notebook
187289,Cicilan,Klu cicilan langsung ga pake krt kredit gmn yah?,1,0,cicil langsung pakai kartu kredit yah
187290,Daftar daerah tinggalku tdk ada,Tinggal di kab.semarang tapi daerah tinggal ku tdk ada,2,0,tinggal kab semarang daerah tinggal ku
187291,Untuk maen ets2 bus simulator Indonesia,Gan klo  buat maen ets2 bus simulator Indonesia biasa gk?,3,0,juragan main ets bus simulator indonesia
187292,Kredit,Kalo cara kreditnya(cicilanya)gimna,1,0,kredit cicilanya
187293,Bagus,"Pesan hari ini besok nyampe,barangnya juga sesuai gambar...makasih",5,1,pesan besok barang sesuai gambar terimakasih
187294,Lazada,Bagus banget laptop nya gak lemot top lazada,5,1,bagus banget laptop nya lot top lazada
187295,Cara menyicil laptop,"Bagaimana....... Caranya nyicil, trs apakah pakai syarat2 gt",2,0,nyicil pakai syarat
187296,Laptop,Saya mau ambil laptop Tapi cicil Gimana caranya,5,1,ambil laptop cicil
187297,Bagus,Hehehe. Lg promo lagi ya. Beda 30rb harganya.  Buibu mah beda cm dikit tp rasanya sedih. Wkwkwkwk,5,1,hehehe promo ya beda rb harga buibu mah beda cm sedih wkwkwkwk
187298,Mohon dijelaskan,"Windows10 sudah terinstal? Tingal pakai saja?? Ada yg bilang sudah, ada yg bilang belum",3,0,windows terinstal tinggal pakai bilang bilang
187299,Cod,Bisa cod ga?,3,0,bayar kirim
187300,Lima Bintang,"Pengiriman cepat, barang bagus dan sesuai spec",5,1,kirim cepat barang bagus sesuai spec
187301,Gagal,Kirain lektop teryata bukan.pas di nyalain eror,2,0,kirain lektop teryata pas nyalain eror
187302,Ikhsan,Ini bisa buat main Pb tindak,5,1,main pb tindak
187303,Ikhsan,Bisa main Game Pc gk ini,5,1,main game pc
187304,Dikirim ya,Kirimnya cepat nya,5,1,kirim cepat nya
187305,Bagus,"Dulu ane beli ini 4,5 jt ... Sekarang udah 2 jt aja ....",5,1,beli jt jt
187306,Bagus,Bagaimna cara kredit.x..???..,4,1,bagaimna kredit x
187307,Laptop asus,Bisa d cicil gk...tapi tanpa kartu kredit bisa gk ya,4,1,d cicil kartu kredit ya
187308,leptop,sukamaju indah,5,1,sukamaju indah
187309,Keren bro laptop nya kayanya bisa gta5,Bisa di cicil jadi 1.899.000,5,1,cicil
187310,Bisaa main pn,Bisa main pb,5,1,main pb
187311,Ini klo sya mw beli tp rmahnya d desa trpencil bsa,Ini klo sya mw beli tp rmahnya d desa trpencil bsa gk?,3,0,beli rmahnya d desa trpencil
187312,Netbook Asus e202sa,"Barang oke,packing aman, cuma sayang agak lama, tiki 5 hari ke jogja baru sampai",4,1,barang oke packing aman sayang tik jogja
187313,dvdrom,ada dvdrom nya g ya..?,1,0,dvdrom nya ya
187314,Pembayaran,Bisa tidak bayar di rumah,2,0,bayar rumah
187315,Pls jangan ada touch Screen nya,Semoga gak ada touch Screen nya soalnya repot,4,1,moga touch screen nya repot
187316,Barang ori,Oke deh mantab semuanya....,5,1,oke deh mantap
187317,"Puas banget, sekarang ada telenan buat emak","Puas banget, sekarang ada telenan buat emak",5,1,puas banget telenan emak
187320,Lima Bintang,Lt,5,1,lantai
187322,Azus,Jual,5,1,jual
187324,leptop,LAZADA,5,1,lazada
187325,Destop,Dekstop,5,1,dekstop
187326,2842,Aisiao,5,1,aisiao
